Date,Day,Month,Year,Customer_Age,Age_Group,Age_Group_NUMBER,Customer_Gender,Country,Product_Category,Order_Quantity,Unit_Cost,Unit_Price,Profit,Revenue
20-11-17,20,November,2017,41,Adults (35-64),1,M,United States,Bikes,2,2171,3578,2814,7156
20-11-17,20,November,2017,48,Adults (35-64),1,M,United States,Bikes,2,1266,2320,2108,4640
21-11-17,21,November,2017,25,Young Adults (25-34),1,F,France,Bikes,2,1083,1701,1236,3402
21-11-17,21,November,2017,25,Young Adults (25-34),1,M,Germany,Bikes,2,1083,1701,1236,3402
21-11-17,21,November,2017,29,Young Adults (25-34),1,M,United Kingdom,Bikes,2,1252,2295,2086,4590
21-11-17,21,November,2017,32,Young Adults (25-34),1,F,Germany,Bikes,2,2171,3578,2814,7156
21-11-17,21,November,2017,35,Adults (35-64),1,M,United States,Bikes,2,2171,3578,2814,7156
21-11-17,21,November,2017,52,Adults (35-64),1,F,canada,Bikes,2,713,1120,814,2240
21-11-17,21,November,2017,53,Adults (35-64),1,M,United Kingdom,Bikes,2,1266,2320,2108,4640
22-11-17,22,November,2017,18,Youth (<25),1,F,Australia,Bikes,2,2171,3578,2814,7156
22-11-17,22,November,2017,32,Young Adults (25-34),1,F,United States,Bikes,2,487,783,592,1566
22-11-17,22,November,2017,45,Adults (35-64),1,M,United Kingdom,Bikes,2,487,783,592,1566
22-11-17,22,November,2017,48,Adults (35-64),1,M,United States,Bikes,2,1252,2295,2086,4590
23-11-17,23,November,2017,17,Youth (<25),1,M,Australia,Bikes,2,487,783,592,1566
23-11-17,23,November,2017,24,Youth (<25),1,F,United States,Bikes,2,1252,2295,2086,4590
23-11-17,23,November,2017,27,Young Adults (25-34),1,F,Australia,Bikes,2,713,1120,814,2240
23-11-17,23,November,2017,29,Young Adults (25-34),1,F,United States,Bikes,2,1519,2443,1848,4886
23-11-17,23,November,2017,30,Young Adults (25-34),1,F,United States,Bikes,2,487,783,592,1566
24-11-17,24,November,2017,22,Youth (<25),1,M,Australia,Bikes,2,487,783,592,1566
24-11-17,24,November,2017,23,Youth (<25),1,M,United States,Bikes,2,1266,2320,2108,4640
24-11-17,24,November,2017,23,Youth (<25),1,M,Australia,Bikes,2,1555,2443,1776,4886
24-11-17,24,November,2017,28,Young Adults (25-34),1,F,United States,Bikes,2,1266,2320,2108,4640
24-11-17,24,November,2017,33,Young Adults (25-34),1,F,United States,Bikes,2,713,1120,814,2240
24-11-17,24,November,2017,34,Young Adults (25-34),1,F,France,Bikes,2,2171,3578,2814,7156
24-11-17,24,November,2017,37,Adults (35-64),1,F,United States,Bikes,2,1083,1701,1236,3402
24-11-17,24,November,2017,39,Adults (35-64),1,F,Australia,Bikes,2,2171,3578,2814,7156
24-11-17,24,November,2017,46,Adults (35-64),1,F,United Kingdom,Bikes,2,1555,2443,1776,4886
24-11-17,24,November,2017,48,Adults (35-64),1,M,United States,Bikes,2,1252,2295,2086,4590
25-11-17,25,November,2017,19,Youth (<25),1,F,Australia,Bikes,2,2171,3578,2814,7156
25-11-17,25,November,2017,22,Youth (<25),1,M,United States,Bikes,2,1519,2443,1848,4886
25-11-17,25,November,2017,27,Young Adults (25-34),1,M,Australia,Bikes,2,1555,2443,1776,4886
25-11-17,25,November,2017,28,Young Adults (25-34),1,F,United Kingdom,Bikes,2,344,540,392,1080
25-11-17,25,November,2017,29,Young Adults (25-34),1,F,United States,Bikes,2,1266,2320,2108,4640
25-11-17,25,November,2017,29,Young Adults (25-34),1,F,France,Bikes,2,487,783,592,1566
25-11-17,25,November,2017,42,Adults (35-64),1,M,United Kingdom,Bikes,2,487,783,592,1566
25-11-17,25,November,2017,46,Adults (35-64),1,F,United States,Bikes,2,1266,2320,2108,4640
26-11-17,26,November,2017,17,Youth (<25),1,F,Australia,Bikes,2,487,783,592,1566
26-11-17,26,November,2017,27,Young Adults (25-34),1,F,United Kingdom,Bikes,2,1083,1701,1236,3402
26-11-17,26,November,2017,29,Young Adults (25-34),1,M,Germany,Bikes,2,2171,3578,2814,7156
26-11-17,26,November,2017,36,Adults (35-64),1,M,Germany,Bikes,2,1252,2295,2086,4590
26-11-17,26,November,2017,41,Adults (35-64),1,F,Germany,Bikes,2,1266,2320,2108,4640
26-11-17,26,November,2017,61,Adults (35-64),1,F,United States,Bikes,2,2171,3578,2814,7156
27-11-17,27,November,2017,24,Youth (<25),1,F,Australia,Bikes,2,713,1120,814,2240
27-11-17,27,November,2017,24,Youth (<25),1,F,Australia,Bikes,2,713,1120,814,2240
27-11-17,27,November,2017,25,Young Adults (25-34),1,M,Australia,Bikes,2,713,1120,814,2240
27-11-17,27,November,2017,26,Young Adults (25-34),1,M,France,Bikes,2,1083,1701,1236,3402
27-11-17,27,November,2017,27,Young Adults (25-34),1,M,canada,Bikes,2,487,783,592,1566
27-11-17,27,November,2017,27,Young Adults (25-34),1,M,canada,Bikes,2,487,783,592,1566
27-11-17,27,November,2017,27,Young Adults (25-34),1,M,canada,Bikes,2,487,783,592,1566
27-11-17,27,November,2017,28,Young Adults (25-34),1,F,United Kingdom,Bikes,2,344,540,392,1080
27-11-17,27,November,2017,29,Young Adults (25-34),1,F,United States,Bikes,2,1519,2443,1848,4886
27-11-17,27,November,2017,29,Young Adults (25-34),1,M,France,Bikes,2,1555,2443,1776,4886
27-11-17,27,November,2017,38,Adults (35-64),1,M,France,Bikes,2,1083,1701,1236,3402
27-11-17,27,November,2017,39,Adults (35-64),1,F,France,Bikes,2,1083,1701,1236,3402
27-11-17,27,November,2017,49,Adults (35-64),1,F,canada,Bikes,2,1519,2443,1848,4886
27-11-17,27,November,2017,56,Adults (35-64),1,F,United States,Bikes,2,344,540,392,1080
28-11-17,28,November,2017,20,Youth (<25),1,M,Australia,Bikes,2,344,540,392,1080
28-11-17,28,November,2017,27,Young Adults (25-34),1,F,canada,Bikes,2,713,1120,814,2240
28-11-17,28,November,2017,28,Young Adults (25-34),1,F,United Kingdom,Bikes,2,344,540,392,1080
28-11-17,28,November,2017,31,Young Adults (25-34),1,M,United States,Bikes,2,487,783,592,1566
28-11-17,28,November,2017,40,Adults (35-64),1,F,Australia,Bikes,2,1252,2295,2086,4590
28-11-17,28,November,2017,59,Adults (35-64),1,F,United Kingdom,Bikes,2,1519,2443,1848,4886
29-11-17,29,November,2017,17,Youth (<25),1,M,France,Bikes,2,1266,2320,2108,4640
29-11-17,29,November,2017,17,Youth (<25),1,F,Australia,Bikes,2,344,540,392,1080
29-11-17,29,November,2017,21,Youth (<25),1,M,Australia,Bikes,2,1555,2443,1776,4886
29-11-17,29,November,2017,24,Youth (<25),1,F,Australia,Bikes,2,713,1120,814,2240
29-11-17,29,November,2017,29,Young Adults (25-34),1,M,France,Bikes,2,487,783,592,1566
29-11-17,29,November,2017,44,Adults (35-64),1,M,United Kingdom,Bikes,2,713,1120,814,2240
30-11-17,30,November,2017,17,Youth (<25),1,M,Australia,Bikes,2,487,783,592,1566
30-11-17,30,November,2017,18,Youth (<25),1,M,Germany,Bikes,2,1555,2443,1776,4886
30-11-17,30,November,2017,29,Young Adults (25-34),1,F,United States,Bikes,2,1266,2320,2108,4640
30-11-17,30,November,2017,30,Young Adults (25-34),1,M,United States,Bikes,2,487,783,592,1566
30-11-17,30,November,2017,36,Adults (35-64),1,F,United States,Bikes,2,487,783,592,1566
30-11-17,30,November,2017,41,Adults (35-64),1,M,United States,Bikes,2,2171,3578,2814,7156
30-11-17,30,November,2017,46,Adults (35-64),1,M,United Kingdom,Bikes,2,1266,2320,2108,4640
30-11-17,30,November,2017,57,Adults (35-64),1,M,United States,Bikes,2,1555,2443,1776,4886
30-11-17,30,November,2017,60,Adults (35-64),1,F,United States,Bikes,2,713,1120,814,2240
1/12/2017,1,December,2017,20,Youth (<25),1,M,Germany,Bikes,2,1555,2443,1776,4886
1/12/2017,1,December,2017,23,Youth (<25),1,M,United Kingdom,Bikes,2,2171,3578,2814,7156
1/12/2017,1,December,2017,23,Youth (<25),1,F,United States,Bikes,2,713,1120,814,2240
1/12/2017,1,December,2017,28,Young Adults (25-34),1,F,Australia,Bikes,2,1555,2443,1776,4886
1/12/2017,1,December,2017,28,Young Adults (25-34),1,F,United States,Bikes,2,344,540,392,1080
1/12/2017,1,December,2017,31,Young Adults (25-34),1,F,Australia,Bikes,2,1555,2443,1776,4886
1/12/2017,1,December,2017,34,Young Adults (25-34),1,M,Australia,Bikes,2,1083,1701,1236,3402
1/12/2017,1,December,2017,36,Adults (35-64),1,F,Germany,Bikes,2,713,1120,814,2240
1/12/2017,1,December,2017,39,Adults (35-64),1,F,United States,Bikes,2,1252,2295,2086,4590
1/12/2017,1,December,2017,42,Adults (35-64),1,M,United States,Bikes,2,344,540,392,1080
1/12/2017,1,December,2017,44,Adults (35-64),1,M,United Kingdom,Bikes,2,1266,2320,2108,4640
2/12/2017,2,December,2017,28,Young Adults (25-34),1,F,United States,Bikes,2,713,1120,814,2240
2/12/2017,2,December,2017,29,Young Adults (25-34),1,F,France,Bikes,2,713,1120,814,2240
2/12/2017,2,December,2017,31,Young Adults (25-34),1,F,Australia,Bikes,2,420,769,698,1538
2/12/2017,2,December,2017,31,Young Adults (25-34),1,F,United States,Bikes,2,487,783,592,1566
2/12/2017,2,December,2017,35,Adults (35-64),1,M,Australia,Bikes,2,1083,1701,1236,3402
2/12/2017,2,December,2017,37,Adults (35-64),1,M,United States,Bikes,2,420,769,698,1538
2/12/2017,2,December,2017,39,Adults (35-64),1,F,United Kingdom,Bikes,2,344,540,392,1080
2/12/2017,2,December,2017,41,Adults (35-64),1,M,Australia,Bikes,2,344,540,392,1080
2/12/2017,2,December,2017,44,Adults (35-64),1,M,United States,Bikes,2,1519,2443,1848,4886
3/12/2017,3,December,2017,24,Youth (<25),1,F,United Kingdom,Bikes,2,1252,2295,2086,4590
3/12/2017,3,December,2017,24,Youth (<25),1,M,Germany,Bikes,2,1555,2443,1776,4886
3/12/2017,3,December,2017,28,Young Adults (25-34),1,M,France,Bikes,2,1083,1701,1236,3402
3/12/2017,3,December,2017,28,Young Adults (25-34),1,F,Australia,Bikes,2,1555,2443,1776,4886
3/12/2017,3,December,2017,28,Young Adults (25-34),1,M,France,Bikes,2,713,1120,814,2240
3/12/2017,3,December,2017,31,Young Adults (25-34),1,F,United States,Bikes,2,487,783,592,1566
3/12/2017,3,December,2017,34,Young Adults (25-34),1,F,France,Bikes,2,2171,3578,2814,7156
3/12/2017,3,December,2017,34,Young Adults (25-34),1,F,Australia,Bikes,2,713,1120,814,2240
3/12/2017,3,December,2017,34,Young Adults (25-34),1,F,United Kingdom,Bikes,2,1083,1701,1236,3402
3/12/2017,3,December,2017,37,Adults (35-64),1,F,United States,Bikes,2,1252,2295,2086,4590
3/12/2017,3,December,2017,37,Adults (35-64),1,M,United States,Bikes,2,1252,2295,2086,4590
3/12/2017,3,December,2017,41,Adults (35-64),1,F,United States,Bikes,2,1555,2443,1776,4886
3/12/2017,3,December,2017,45,Adults (35-64),1,F,Australia,Bikes,2,713,1120,814,2240
3/12/2017,3,December,2017,47,Adults (35-64),1,M,Australia,Bikes,2,344,540,392,1080
3/12/2017,3,December,2017,54,Adults (35-64),1,M,United States,Bikes,2,713,1120,814,2240
3/12/2017,3,December,2017,59,Adults (35-64),1,F,United Kingdom,Bikes,2,1519,2443,1848,4886
4/12/2017,4,December,2017,22,Youth (<25),1,F,United States,Bikes,2,1555,2443,1776,4886
4/12/2017,4,December,2017,27,Young Adults (25-34),1,M,United States,Bikes,2,713,1120,814,2240
4/12/2017,4,December,2017,31,Young Adults (25-34),1,F,Australia,Bikes,2,420,769,698,1538
5/12/2017,5,December,2017,27,Young Adults (25-34),1,M,France,Bikes,2,2171,3578,2814,7156
5/12/2017,5,December,2017,28,Young Adults (25-34),1,F,United States,Bikes,2,344,540,392,1080
5/12/2017,5,December,2017,28,Young Adults (25-34),1,F,canada,Bikes,2,1519,2443,1848,4886
5/12/2017,5,December,2017,29,Young Adults (25-34),1,M,France,Bikes,2,2171,3578,2814,7156
5/12/2017,5,December,2017,29,Young Adults (25-34),1,M,Australia,Bikes,2,344,540,392,1080
5/12/2017,5,December,2017,35,Adults (35-64),1,F,Australia,Bikes,2,1266,2320,2108,4640
5/12/2017,5,December,2017,37,Adults (35-64),1,F,United States,Bikes,2,1252,2295,2086,4590
5/12/2017,5,December,2017,39,Adults (35-64),1,F,United States,Bikes,2,1252,2295,2086,4590
5/12/2017,5,December,2017,41,Adults (35-64),1,M,United States,Bikes,2,2171,3578,2814,7156
5/12/2017,5,December,2017,42,Adults (35-64),1,M,Germany,Bikes,2,1252,2295,2086,4590
5/12/2017,5,December,2017,48,Adults (35-64),1,M,canada,Bikes,2,344,540,392,1080
5/12/2017,5,December,2017,57,Adults (35-64),1,M,Australia,Bikes,2,2171,3578,2814,7156
5/12/2017,5,December,2017,60,Adults (35-64),1,M,United States,Bikes,2,2171,3578,2814,7156
6/12/2017,6,December,2017,23,Youth (<25),1,M,United Kingdom,Bikes,2,420,769,698,1538
6/12/2017,6,December,2017,23,Youth (<25),1,M,France,Bikes,2,2171,3578,2814,7156
6/12/2017,6,December,2017,26,Young Adults (25-34),1,F,France,Bikes,2,1083,1701,1236,3402
6/12/2017,6,December,2017,27,Young Adults (25-34),1,M,canada,Bikes,2,1252,2295,2086,4590
6/12/2017,6,December,2017,36,Adults (35-64),1,M,Australia,Bikes,2,1252,2295,2086,4590
6/12/2017,6,December,2017,47,Adults (35-64),1,M,United Kingdom,Bikes,2,1266,2320,2108,4640
7/12/2017,7,December,2017,19,Youth (<25),1,M,United States,Bikes,2,713,1120,814,2240
7/12/2017,7,December,2017,25,Young Adults (25-34),1,M,United Kingdom,Bikes,2,1555,2443,1776,4886
7/12/2017,7,December,2017,25,Young Adults (25-34),1,F,United Kingdom,Bikes,2,487,783,592,1566
7/12/2017,7,December,2017,26,Young Adults (25-34),1,M,Australia,Bikes,2,713,1120,814,2240
7/12/2017,7,December,2017,29,Young Adults (25-34),1,M,Australia,Bikes,2,1555,2443,1776,4886
7/12/2017,7,December,2017,30,Young Adults (25-34),1,M,United States,Bikes,2,420,769,698,1538
7/12/2017,7,December,2017,33,Young Adults (25-34),1,M,France,Bikes,2,1555,2443,1776,4886
7/12/2017,7,December,2017,36,Adults (35-64),1,F,Germany,Bikes,2,2171,3578,2814,7156
7/12/2017,7,December,2017,36,Adults (35-64),1,F,Australia,Bikes,2,1083,1701,1236,3402
7/12/2017,7,December,2017,37,Adults (35-64),1,F,Australia,Bikes,2,1083,1701,1236,3402
7/12/2017,7,December,2017,38,Adults (35-64),1,M,United States,Bikes,2,1266,2320,2108,4640
7/12/2017,7,December,2017,41,Adults (35-64),1,F,United States,Bikes,2,344,540,392,1080
7/12/2017,7,December,2017,43,Adults (35-64),1,F,United States,Bikes,2,2171,3578,2814,7156
7/12/2017,7,December,2017,43,Adults (35-64),1,M,Australia,Bikes,2,2171,3578,2814,7156
7/12/2017,7,December,2017,45,Adults (35-64),1,M,United States,Bikes,2,2171,3578,2814,7156
7/12/2017,7,December,2017,45,Adults (35-64),1,M,Germany,Bikes,2,344,540,392,1080
7/12/2017,7,December,2017,49,Adults (35-64),1,M,United Kingdom,Bikes,2,1519,2443,1848,4886
8/12/2017,8,December,2017,19,Youth (<25),1,F,Australia,Bikes,2,308,565,514,1130
8/12/2017,8,December,2017,25,Young Adults (25-34),1,F,Australia,Bikes,2,1083,1701,1236,3402
8/12/2017,8,December,2017,27,Young Adults (25-34),1,M,Australia,Bikes,2,713,1120,814,2240
8/12/2017,8,December,2017,30,Young Adults (25-34),1,F,canada,Bikes,2,1266,2320,2108,4640
8/12/2017,8,December,2017,30,Young Adults (25-34),1,F,Australia,Bikes,2,1083,1701,1236,3402
8/12/2017,8,December,2017,35,Adults (35-64),1,F,United States,Bikes,2,295,540,490,1080
8/12/2017,8,December,2017,36,Adults (35-64),1,F,Australia,Bikes,2,1083,1701,1236,3402
8/12/2017,8,December,2017,39,Adults (35-64),1,F,United States,Bikes,2,1252,2295,2086,4590
8/12/2017,8,December,2017,40,Adults (35-64),1,M,Australia,Bikes,2,1555,2443,1776,4886
8/12/2017,8,December,2017,45,Adults (35-64),1,M,United Kingdom,Bikes,2,487,783,592,1566
8/12/2017,8,December,2017,47,Adults (35-64),1,F,canada,Bikes,2,344,540,392,1080
9/12/2017,9,December,2017,26,Young Adults (25-34),1,F,Australia,Bikes,2,1555,2443,1776,4886
9/12/2017,9,December,2017,33,Young Adults (25-34),1,F,Australia,Bikes,2,1898,3375,2954,6750
9/12/2017,9,December,2017,34,Young Adults (25-34),1,M,Australia,Bikes,2,1555,2443,1776,4886
9/12/2017,9,December,2017,41,Adults (35-64),1,F,Germany,Bikes,2,1266,2320,2108,4640
9/12/2017,9,December,2017,42,Adults (35-64),1,F,Australia,Bikes,2,2171,3578,2814,7156
9/12/2017,9,December,2017,42,Adults (35-64),1,F,Germany,Bikes,2,487,783,592,1566
9/12/2017,9,December,2017,75,Seniors (64+),1,M,United Kingdom,Bikes,2,1555,2443,1776,4886
10/12/2017,10,December,2017,23,Youth (<25),1,F,United States,Bikes,2,2171,3578,2814,7156
10/12/2017,10,December,2017,26,Young Adults (25-34),1,M,United Kingdom,Bikes,2,1252,2295,2086,4590
10/12/2017,10,December,2017,27,Young Adults (25-34),1,F,Australia,Bikes,2,1555,2443,1776,4886
10/12/2017,10,December,2017,34,Young Adults (25-34),1,M,United States,Bikes,2,295,540,490,1080
10/12/2017,10,December,2017,34,Young Adults (25-34),1,F,United States,Bikes,2,1912,3400,2976,6800
10/12/2017,10,December,2017,34,Young Adults (25-34),1,F,United States,Bikes,2,1252,2295,2086,4590
10/12/2017,10,December,2017,34,Young Adults (25-34),1,M,United Kingdom,Bikes,2,713,1120,814,2240
10/12/2017,10,December,2017,38,Adults (35-64),1,M,Australia,Bikes,2,1252,2295,2086,4590
10/12/2017,10,December,2017,40,Adults (35-64),1,M,Australia,Bikes,2,1252,2295,2086,4590
10/12/2017,10,December,2017,43,Adults (35-64),1,F,Australia,Bikes,2,1083,1701,1236,3402
11/12/2017,11,December,2017,18,Youth (<25),1,F,United States,Bikes,2,487,783,592,1566
11/12/2017,11,December,2017,24,Youth (<25),1,F,France,Bikes,2,1252,2295,2086,4590
11/12/2017,11,December,2017,24,Youth (<25),1,M,France,Bikes,2,1555,2443,1776,4886
11/12/2017,11,December,2017,27,Young Adults (25-34),1,M,canada,Bikes,2,1252,2295,2086,4590
11/12/2017,11,December,2017,27,Young Adults (25-34),1,F,France,Bikes,2,1555,2443,1776,4886
11/12/2017,11,December,2017,27,Young Adults (25-34),1,F,France,Bikes,2,1555,2443,1776,4886
11/12/2017,11,December,2017,29,Young Adults (25-34),1,F,United Kingdom,Bikes,2,713,1120,814,2240
11/12/2017,11,December,2017,36,Adults (35-64),1,F,Australia,Bikes,2,1083,1701,1236,3402
11/12/2017,11,December,2017,37,Adults (35-64),1,M,United States,Bikes,2,420,769,698,1538
11/12/2017,11,December,2017,38,Adults (35-64),1,F,United States,Bikes,2,1266,2320,2108,4640
11/12/2017,11,December,2017,41,Adults (35-64),1,F,Australia,Bikes,2,420,769,698,1538
11/12/2017,11,December,2017,41,Adults (35-64),1,M,United States,Bikes,2,344,540,392,1080
11/12/2017,11,December,2017,54,Adults (35-64),1,M,United States,Bikes,2,713,1120,814,2240
11/12/2017,11,December,2017,56,Adults (35-64),1,M,United States,Bikes,2,1555,2443,1776,4886
12/12/2017,12,December,2017,18,Youth (<25),1,M,Germany,Bikes,2,1555,2443,1776,4886
12/12/2017,12,December,2017,23,Youth (<25),1,M,United States,Bikes,2,344,540,392,1080
12/12/2017,12,December,2017,27,Young Adults (25-34),1,M,Australia,Bikes,2,344,540,392,1080
12/12/2017,12,December,2017,28,Young Adults (25-34),1,M,France,Bikes,2,2171,3578,2814,7156
12/12/2017,12,December,2017,33,Young Adults (25-34),1,M,Germany,Bikes,2,1519,2443,1848,4886
12/12/2017,12,December,2017,33,Young Adults (25-34),1,F,United Kingdom,Bikes,2,1083,1701,1236,3402
12/12/2017,12,December,2017,34,Young Adults (25-34),1,M,Australia,Bikes,2,1252,2295,2086,4590
12/12/2017,12,December,2017,34,Young Adults (25-34),1,M,Germany,Bikes,2,487,783,592,1566
12/12/2017,12,December,2017,35,Adults (35-64),1,F,Australia,Bikes,2,1266,2320,2108,4640
12/12/2017,12,December,2017,36,Adults (35-64),1,F,Australia,Bikes,2,1266,2320,2108,4640
12/12/2017,12,December,2017,37,Adults (35-64),1,M,United States,Bikes,2,420,769,698,1538
12/12/2017,12,December,2017,37,Adults (35-64),1,M,France,Bikes,2,2171,3578,2814,7156
12/12/2017,12,December,2017,38,Adults (35-64),1,F,United States,Bikes,2,1266,2320,2108,4640
12/12/2017,12,December,2017,43,Adults (35-64),1,M,United States,Bikes,2,2171,3578,2814,7156
12/12/2017,12,December,2017,46,Adults (35-64),1,F,Australia,Bikes,2,344,540,392,1080
12/12/2017,12,December,2017,47,Adults (35-64),1,M,Germany,Bikes,2,487,783,592,1566
12/12/2017,12,December,2017,52,Adults (35-64),1,F,United Kingdom,Bikes,2,1555,2443,1776,4886
13-12-17,13,December,2017,27,Young Adults (25-34),1,M,Australia,Bikes,2,344,540,392,1080
13-12-17,13,December,2017,28,Young Adults (25-34),1,F,France,Bikes,2,1083,1701,1236,3402
13-12-17,13,December,2017,28,Young Adults (25-34),1,M,Australia,Bikes,2,1083,1701,1236,3402
13-12-17,13,December,2017,29,Young Adults (25-34),1,F,Australia,Bikes,2,1555,2443,1776,4886
13-12-17,13,December,2017,32,Young Adults (25-34),1,F,Australia,Bikes,2,1266,2320,2108,4640
13-12-17,13,December,2017,35,Adults (35-64),1,F,Germany,Bikes,2,1083,1701,1236,3402
13-12-17,13,December,2017,37,Adults (35-64),1,M,Australia,Bikes,2,1083,1701,1236,3402
13-12-17,13,December,2017,40,Adults (35-64),1,F,United States,Bikes,2,308,565,514,1130
13-12-17,13,December,2017,44,Adults (35-64),1,F,United Kingdom,Bikes,2,1252,2295,2086,4590
13-12-17,13,December,2017,49,Adults (35-64),1,M,United Kingdom,Bikes,2,1252,2295,2086,4590
13-12-17,13,December,2017,54,Adults (35-64),1,F,United States,Bikes,2,487,783,592,1566
13-12-17,13,December,2017,69,Seniors (64+),1,M,Australia,Bikes,2,1555,2443,1776,4886
14-12-17,14,December,2017,30,Young Adults (25-34),1,F,United States,Bikes,2,1266,2320,2108,4640
14-12-17,14,December,2017,30,Young Adults (25-34),1,M,France,Bikes,2,1555,2443,1776,4886
14-12-17,14,December,2017,32,Young Adults (25-34),1,M,United States,Bikes,2,1252,2295,2086,4590
14-12-17,14,December,2017,32,Young Adults (25-34),1,F,Australia,Bikes,2,420,769,698,1538
14-12-17,14,December,2017,32,Young Adults (25-34),1,M,France,Bikes,2,2171,3578,2814,7156
14-12-17,14,December,2017,32,Young Adults (25-34),1,M,France,Bikes,2,713,1120,814,2240
14-12-17,14,December,2017,33,Young Adults (25-34),1,F,Germany,Bikes,2,2171,3578,2814,7156
14-12-17,14,December,2017,36,Adults (35-64),1,F,Australia,Bikes,2,2171,3578,2814,7156
14-12-17,14,December,2017,36,Adults (35-64),1,F,Australia,Bikes,2,713,1120,814,2240
14-12-17,14,December,2017,37,Adults (35-64),1,M,Germany,Bikes,2,713,1120,814,2240
14-12-17,14,December,2017,40,Adults (35-64),1,F,Germany,Bikes,2,2171,3578,2814,7156
14-12-17,14,December,2017,43,Adults (35-64),1,F,United States,Bikes,2,2171,3578,2814,7156
14-12-17,14,December,2017,44,Adults (35-64),1,M,United States,Bikes,2,344,540,392,1080
14-12-17,14,December,2017,44,Adults (35-64),1,M,Australia,Bikes,2,1555,2443,1776,4886
14-12-17,14,December,2017,46,Adults (35-64),1,F,Australia,Bikes,2,344,540,392,1080
14-12-17,14,December,2017,55,Adults (35-64),1,M,United States,Bikes,2,713,1120,814,2240
15-12-17,15,December,2017,23,Youth (<25),1,M,United Kingdom,Bikes,2,2171,3578,2814,7156
15-12-17,15,December,2017,28,Young Adults (25-34),1,F,Australia,Bikes,2,1555,2443,1776,4886
15-12-17,15,December,2017,29,Young Adults (25-34),1,F,United States,Bikes,2,1266,2320,2108,4640
15-12-17,15,December,2017,36,Adults (35-64),1,M,Germany,Bikes,2,1083,1701,1236,3402
15-12-17,15,December,2017,47,Adults (35-64),1,M,United Kingdom,Bikes,2,487,783,592,1566
16-12-17,16,December,2017,18,Youth (<25),1,F,United States,Bikes,2,487,783,592,1566
16-12-17,16,December,2017,26,Young Adults (25-34),1,F,Germany,Bikes,2,1555,2443,1776,4886
16-12-17,16,December,2017,27,Young Adults (25-34),1,F,France,Bikes,2,1266,2320,2108,4640
16-12-17,16,December,2017,28,Young Adults (25-34),1,M,France,Bikes,2,713,1120,814,2240
16-12-17,16,December,2017,29,Young Adults (25-34),1,M,United States,Bikes,2,487,783,592,1566
16-12-17,16,December,2017,32,Young Adults (25-34),1,M,France,Bikes,2,2171,3578,2814,7156
16-12-17,16,December,2017,33,Young Adults (25-34),1,F,Australia,Bikes,2,1252,2295,2086,4590
16-12-17,16,December,2017,38,Adults (35-64),1,M,Australia,Bikes,2,1252,2295,2086,4590
16-12-17,16,December,2017,42,Adults (35-64),1,F,Australia,Bikes,2,713,1120,814,2240
16-12-17,16,December,2017,43,Adults (35-64),1,M,United States,Bikes,2,2171,3578,2814,7156
16-12-17,16,December,2017,48,Adults (35-64),1,F,canada,Bikes,2,344,540,392,1080
17-12-17,17,December,2017,18,Youth (<25),1,M,United States,Bikes,2,713,1120,814,2240
17-12-17,17,December,2017,27,Young Adults (25-34),1,M,Australia,Bikes,2,1555,2443,1776,4886
17-12-17,17,December,2017,31,Young Adults (25-34),1,M,Australia,Bikes,2,420,769,698,1538
17-12-17,17,December,2017,36,Adults (35-64),1,F,Australia,Bikes,2,1083,1701,1236,3402
17-12-17,17,December,2017,37,Adults (35-64),1,F,United States,Bikes,2,1266,2320,2108,4640
17-12-17,17,December,2017,40,Adults (35-64),1,F,United States,Bikes,2,1555,2443,1776,4886
17-12-17,17,December,2017,42,Adults (35-64),1,F,Germany,Bikes,2,1266,2320,2108,4640
17-12-17,17,December,2017,42,Adults (35-64),1,F,Australia,Bikes,2,344,540,392,1080
17-12-17,17,December,2017,42,Adults (35-64),1,F,Australia,Bikes,2,713,1120,814,2240
17-12-17,17,December,2017,43,Adults (35-64),1,F,Australia,Bikes,2,2171,3578,2814,7156
17-12-17,17,December,2017,44,Adults (35-64),1,M,United Kingdom,Bikes,2,713,1120,814,2240
18-12-17,18,December,2017,24,Youth (<25),1,F,France,Bikes,2,1266,2320,2108,4640
18-12-17,18,December,2017,26,Young Adults (25-34),1,F,United Kingdom,Bikes,2,420,769,698,1538
18-12-17,18,December,2017,26,Young Adults (25-34),1,M,France,Bikes,2,1252,2295,2086,4590
18-12-17,18,December,2017,26,Young Adults (25-34),1,F,France,Bikes,2,1519,2443,1848,4886
18-12-17,18,December,2017,35,Adults (35-64),1,F,Australia,Bikes,2,308,565,514,1130
18-12-17,18,December,2017,36,Adults (35-64),1,M,United States,Bikes,2,1266,2320,2108,4640
18-12-17,18,December,2017,38,Adults (35-64),1,F,Germany,Bikes,2,1266,2320,2108,4640
18-12-17,18,December,2017,39,Adults (35-64),1,M,United States,Bikes,2,1252,2295,2086,4590
18-12-17,18,December,2017,45,Adults (35-64),1,F,Australia,Bikes,2,713,1120,814,2240
18-12-17,18,December,2017,47,Adults (35-64),1,M,Australia,Bikes,2,344,540,392,1080
19-12-17,19,December,2017,17,Youth (<25),1,M,France,Bikes,2,1266,2320,2108,4640
19-12-17,19,December,2017,18,Youth (<25),1,M,Australia,Bikes,2,295,540,490,1080
19-12-17,19,December,2017,19,Youth (<25),1,F,Australia,Bikes,2,295,540,490,1080
